<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
SANDP-FUT,1,20140203,144400,1772.1900000,1772.2200000,1772.1800000,1772.2200000
SANDP-FUT,1,20140203,144500,1772.2300000,1772.3000000,1772.2300000,1772.3000000
SANDP-FUT,1,20140203,144700,1772.3200000,1772.4200000,1772.3200000,1772.4200000
SANDP-FUT,1,20140203,144800,1772.4300000,1772.5000000,1772.4300000,1772.5000000
SANDP-FUT,1,20140203,144900,1772.5800000,1772.8200000,1772.5800000,1772.8200000
SANDP-FUT,1,20140203,145000,1772.8300000,1773.1000000,1772.8300000,1773.1000000
SANDP-FUT,1,20140203,145100,1773.0000000,1773.0000000,1772.8000000,1772.8000000
SANDP-FUT,1,20140203,145200,1772.7700000,1772.7700000,1772.5000000,1772.5000000
SANDP-FUT,1,20140203,145400,1772.7300000,1773.3000000,1772.7300000,1773.3000000
SANDP-FUT,1,20140203,145500,1773.2800000,1773.2800000,1773.2300000,1773.2300000
SANDP-FUT,1,20140203,145600,1773.2200000,1773.2200000,1773.2000000,1773.2000000
SANDP-FUT,1,20140203,145900,1773.0800000,1773.0800000,1772.2600000,1772.2600000
SANDP-FUT,1,20140203,150000,1772.1800000,1772.3000000,1772.1000000,1772.3000000
SANDP-FUT,1,20140203,150600,1772.3800000,1772.4900000,1772.3800000,1772.4900000
SANDP-FUT,1,20140203,150700,1772.5200000,1772.8000000,1772.5200000,1772.8000000
SANDP-FUT,1,20140203,150800,1772.8000000,1772.8000000,1772.8000000,1772.8000000
SANDP-FUT,1,20140203,151000,1772.7800000,1772.7800000,1772.7500000,1772.7500000
SANDP-FUT,1,20140203,151100,1772.7400000,1772.7400000,1772.5500000,1772.5500000
SANDP-FUT,1,20140203,151200,1772.5400000,1772.5400000,1772.5000000,1772.5000000
SANDP-FUT,1,20140203,151300,1772.3700000,1772.4000000,1772.2100000,1772.4000000
SANDP-FUT,1,20140203,151400,1772.4200000,1772.8000000,1772.4200000,1772.8000000
SANDP-FUT,1,20140203,151500,1772.6800000,1772.6800000,1772.5300000,1772.5300000
SANDP-FUT,1,20140203,151600,1772.5100000,1772.5100000,1772.2900000,1772.3000000
SANDP-FUT,1,20140203,151800,1772.1800000,1772.1800000,1772.0800000,1772.0800000
SANDP-FUT,1,20140203,151900,1772.0700000,1772.0700000,1772.0000000,1772.0000000
SANDP-FUT,1,20140203,152000,1772.0600000,1772.5000000,1772.0600000,1772.5000000
SANDP-FUT,1,20140203,152100,1772.5100000,1772.6000000,1772.5100000,1772.6000000
SANDP-FUT,1,20140203,152700,1772.6300000,1773.0000000,1772.6300000,1773.0000000
SANDP-FUT,1,20140203,152800,1773.0100000,1773.2400000,1773.0100000,1773.2400000
SANDP-FUT,1,20140203,152900,1773.2500000,1773.5300000,1773.2500000,1773.5000000
SANDP-FUT,1,20140203,153500,1773.5500000,1773.7800000,1773.5500000,1773.7800000
SANDP-FUT,1,20140203,153600,1773.8000000,1774.4500000,1773.8000000,1774.4400000
SANDP-FUT,1,20140203,153700,1774.4300000,1774.4300000,1774.2200000,1774.2200000
SANDP-FUT,1,20140203,153800,1774.2000000,1774.2000000,1774.2000000,1774.2000000
SANDP-FUT,1,20140203,154000,1774.2400000,1774.4400000,1774.2400000,1774.4400000
SANDP-FUT,1,20140203,154100,1774.4500000,1774.5000000,1774.4500000,1774.5000000
SANDP-FUT,1,20140203,154200,1774.5700000,1775.4800000,1774.5700000,1775.4800000
SANDP-FUT,1,20140203,154300,1775.5000000,1775.7100000,1775.5000000,1775.7000000
SANDP-FUT,1,20140203,154500,1775.7400000,1775.8500000,1775.7400000,1775.8500000
SANDP-FUT,1,20140203,154600,1775.8700000,1776.3000000,1775.8700000,1776.1600000
SANDP-FUT,1,20140203,154700,1776.1500000,1776.1500000,1775.7000000,1775.7000000
SANDP-FUT,1,20140203,154800,1775.7200000,1775.8100000,1775.7200000,1775.8100000
SANDP-FUT,1,20140203,154900,1775.8200000,1775.9600000,1775.8200000,1775.9000000
SANDP-FUT,1,20140203,155000,1775.9000000,1775.9000000,1775.9000000,1775.9000000
SANDP-FUT,1,20140203,155400,1775.9500000,1776.8900000,1775.9500000,1776.8900000
SANDP-FUT,1,20140203,155500,1776.9500000,1777.1000000,1776.9500000,1777.1000000
SANDP-FUT,1,20140203,155700,1777.1000000,1777.1000000,1777.1000000,1777.1000000
SANDP-FUT,1,20140203,160000,1776.8000000,1776.8000000,1776.2700000,1776.2700000
SANDP-FUT,1,20140203,160100,1776.2200000,1776.2200000,1776.1000000,1776.1000000
SANDP-FUT,1,20140203,160300,1776.0900000,1776.0900000,1776.0800000,1776.0800000
SANDP-FUT,1,20140203,160400,1776.0700000,1776.0700000,1776.0000000,1776.0000000
SANDP-FUT,1,20140203,161100,1776.1500000,1776.3400000,1776.1500000,1776.3400000
SANDP-FUT,1,20140203,161200,1776.3900000,1777.2900000,1776.3900000,1777.2900000
SANDP-FUT,1,20140203,161300,1777.3000000,1777.4100000,1777.3000000,1777.4000000
SANDP-FUT,1,20140203,161400,1777.4400000,1777.5400000,1777.4400000,1777.5300000
SANDP-FUT,1,20140203,161500,1777.5400000,1777.5600000,1777.2000000,1777.2000000
SANDP-FUT,1,20140203,163100,1777.1100000,1777.1100000,1776.8700000,1776.8700000
SANDP-FUT,1,20140203,163200,1776.8600000,1776.9500000,1776.2800000,1776.9500000
SANDP-FUT,1,20140203,163300,1776.9600000,1777.0800000,1776.9600000,1777.0500000
SANDP-FUT,1,20140203,163400,1777.0400000,1777.0400000,1777.0000000,1777.0000000
SANDP-FUT,1,20140203,163700,1777.0800000,1777.1800000,1777.0800000,1777.1800000
SANDP-FUT,1,20140203,163800,1777.1900000,1777.2500000,1777.1900000,1777.2000000
SANDP-FUT,1,20140203,164200,1777.4400000,1777.8000000,1777.4400000,1777.8000000
SANDP-FUT,1,20140203,164400,1777.8100000,1777.8800000,1777.8100000,1777.8800000
SANDP-FUT,1,20140203,164500,1777.8900000,1777.9200000,1777.7700000,1777.7700000
SANDP-FUT,1,20140203,164600,1777.7600000,1777.7600000,1777.2000000,1777.2000000
SANDP-FUT,1,20140203,165400,1777.2900000,1777.7600000,1777.2900000,1777.7600000
SANDP-FUT,1,20140203,165500,1777.7900000,1778.2000000,1777.7900000,1778.2000000
SANDP-FUT,1,20140203,165700,1778.2400000,1778.9300000,1778.2400000,1778.9300000
SANDP-FUT,1,20140203,165800,1778.9400000,1779.1000000,1778.9400000,1779.1000000
SANDP-FUT,1,20140203,165900,1779.2600000,1780.1500000,1779.2600000,1780.1500000
SANDP-FUT,1,20140203,170000,1780.1600000,1781.2500000,1780.1600000,1781.2500000
SANDP-FUT,1,20140203,170100,1781.2600000,1781.8700000,1781.2600000,1781.8700000
SANDP-FUT,1,20140203,170200,1781.8800000,1781.9000000,1781.7100000,1781.7100000
SANDP-FUT,1,20140203,170300,1781.6800000,1781.6800000,1780.9800000,1781.0000000
SANDP-FUT,1,20140203,170400,1781.0200000,1781.5700000,1781.0200000,1781.5700000
SANDP-FUT,1,20140203,170500,1781.5900000,1781.8000000,1781.5900000,1781.8000000
SANDP-FUT,1,20140203,170900,1781.7900000,1781.7900000,1781.7500000,1781.7500000
SANDP-FUT,1,20140203,171000,1781.7400000,1781.7400000,1781.7000000,1781.7000000
SANDP-FUT,1,20140203,171400,1781.7000000,1781.7000000,1781.7000000,1781.7000000
SANDP-FUT,1,20140203,171500,1781.7300000,1781.8300000,1781.7300000,1781.8300000
SANDP-FUT,1,20140203,171600,1781.8400000,1781.8800000,1781.4800000,1781.4800000
SANDP-FUT,1,20140203,171700,1781.4600000,1781.4600000,1781.2000000,1781.2000000
SANDP-FUT,1,20140203,171900,1781.0700000,1781.0700000,1780.4500000,1780.4500000
SANDP-FUT,1,20140203,172000,1780.4000000,1780.4000000,1780.2000000,1780.2000000
SANDP-FUT,1,20140203,172300,1780.2100000,1780.2700000,1780.2100000,1780.2700000
SANDP-FUT,1,20140203,172400,1780.2500000,1780.2500000,1779.9600000,1779.9600000
SANDP-FUT,1,20140203,172500,1779.9300000,1779.9700000,1779.9000000,1779.9700000
SANDP-FUT,1,20140203,172600,1779.9800000,1780.0000000,1779.9800000,1780.0000000
SANDP-FUT,1,20140203,172800,1779.9000000,1779.9000000,1779.6700000,1779.6700000
SANDP-FUT,1,20140203,172900,1779.6600000,1779.6600000,1779.5800000,1779.6000000
SANDP-FUT,1,20140203,173700,1779.5700000,1779.5700000,1778.9800000,1778.9800000
SANDP-FUT,1,20140203,173800,1778.9700000,1778.9700000,1778.9000000,1778.9000000
SANDP-FUT,1,20140203,174400,1778.9400000,1779.2200000,1778.9400000,1779.2200000
SANDP-FUT,1,20140203,174500,1779.2300000,1779.3000000,1779.2300000,1779.3000000
SANDP-FUT,1,20140203,175500,1779.1000000,1779.1000000,1777.2700000,1777.2700000
SANDP-FUT,1,20140203,175600,1777.0400000,1777.0400000,1776.2700000,1776.2700000
SANDP-FUT,1,20140203,175700,1776.2600000,1776.2600000,1776.1000000,1776.1000000
SANDP-FUT,1,20140203,175900,1776.1200000,1776.3800000,1776.1200000,1776.3800000
SANDP-FUT,1,20140203,180000,1776.3900000,1776.6000000,1776.3900000,1776.4700000
SANDP-FUT,1,20140203,180100,1776.4600000,1776.4600000,1776.3000000,1776.3000000
SANDP-FUT,1,20140203,180700,1776.3200000,1776.3500000,1776.3200000,1776.3500000
SANDP-FUT,1,20140203,180800,1776.3600000,1776.4000000,1776.3600000,1776.4000000
SANDP-FUT,1,20140203,180900,1776.4400000,1776.6400000,1776.4400000,1776.6400000
SANDP-FUT,1,20140203,181000,1776.6500000,1776.7800000,1776.6500000,1776.7800000
SANDP-FUT,1,20140203,181100,1776.8000000,1777.1000000,1776.8000000,1777.1000000
SANDP-FUT,1,20140203,183000,1775.0000000,1775.5200000,1775.0000000,1775.5200000
SANDP-FUT,1,20140203,183100,1775.5100000,1776.0700000,1775.5100000,1776.0700000
SANDP-FUT,1,20140203,183200,1776.1700000,1776.1700000,1775.3000000,1775.3000000
SANDP-FUT,1,20140203,183400,1775.3000000,1775.3000000,1774.8500000,1774.8500000
SANDP-FUT,1,20140203,183500,1775.0800000,1776.5300000,1775.0300000,1776.5300000
SANDP-FUT,1,20140203,183600,1776.6400000,1778.0000000,1776.6400000,1778.0000000
SANDP-FUT,1,20140203,183700,1778.4000000,1778.7200000,1778.4000000,1778.7200000
SANDP-FUT,1,20140203,183800,1778.8600000,1778.9000000,1778.0000000,1778.0000000
SANDP-FUT,1,20140203,183900,1777.9000000,1777.9500000,1777.7800000,1777.7800000
SANDP-FUT,1,20140203,184000,1777.8000000,1777.8000000,1777.0000000,1777.0000000
SANDP-FUT,1,20140203,184200,1776.4300000,1776.4300000,1775.7800000,1775.7800000
SANDP-FUT,1,20140203,184300,1775.8200000,1776.0000000,1775.3500000,1775.3500000
SANDP-FUT,1,20140203,184400,1775.2600000,1775.2600000,1774.7000000,1774.7000000
SANDP-FUT,1,20140203,184800,1773.8000000,1773.8000000,1771.2200000,1771.2200000
SANDP-FUT,1,20140203,184900,1771.1700000,1771.1700000,1770.3900000,1770.4000000
SANDP-FUT,1,20140203,185000,1770.3400000,1770.3400000,1769.8000000,1769.8000000
SANDP-FUT,1,20140203,185100,1770.1400000,1771.5000000,1770.1400000,1771.5000000
SANDP-FUT,1,20140203,185300,1771.6000000,1772.0200000,1771.6000000,1772.0200000
SANDP-FUT,1,20140203,185400,1772.1200000,1772.8800000,1772.1200000,1772.8800000
SANDP-FUT,1,20140203,185500,1773.0000000,1773.0000000,1773.0000000,1773.0000000
SANDP-FUT,1,20140203,185900,1772.6300000,1772.6300000,1772.2700000,1772.2800000
SANDP-FUT,1,20140203,190000,1772.3000000,1772.3000000,1768.9300000,1768.9300000
SANDP-FUT,1,20140203,190100,1768.6200000,1768.6200000,1765.5000000,1765.5000000
SANDP-FUT,1,20140203,190200,1765.3300000,1765.3300000,1765.0000000,1765.0000000
SANDP-FUT,1,20140203,190300,1765.3800000,1766.0000000,1765.3800000,1766.0000000
SANDP-FUT,1,20140203,190400,1766.1300000,1766.9000000,1766.1300000,1766.9000000
SANDP-FUT,1,20140203,190500,1766.9700000,1767.2000000,1766.9500000,1766.9500000
SANDP-FUT,1,20140203,190600,1766.8900000,1766.8900000,1766.6100000,1766.6100000
SANDP-FUT,1,20140203,190700,1766.6300000,1766.7000000,1766.2000000,1766.2000000
SANDP-FUT,1,20140203,190800,1766.5800000,1767.3300000,1766.5800000,1767.3300000
SANDP-FUT,1,20140203,190900,1767.4000000,1767.5600000,1767.3300000,1767.4500000
SANDP-FUT,1,20140203,191000,1767.3700000,1767.3700000,1766.9000000,1766.9000000
SANDP-FUT,1,20140203,191100,1766.6100000,1766.6100000,1764.0000000,1764.0000000
SANDP-FUT,1,20140203,191300,1763.6700000,1763.6700000,1761.9000000,1761.9000000
SANDP-FUT,1,20140203,191400,1761.6700000,1761.6700000,1760.6700000,1760.9000000
SANDP-FUT,1,20140203,191500,1761.0000000,1761.5000000,1761.0000000,1761.5000000
SANDP-FUT,1,20140203,191600,1761.6700000,1762.0000000,1761.6700000,1762.0000000
SANDP-FUT,1,20140203,191700,1762.4000000,1762.7300000,1762.4000000,1762.5100000
SANDP-FUT,1,20140203,191800,1762.4700000,1762.4700000,1761.5300000,1761.5300000
SANDP-FUT,1,20140203,191900,1761.3200000,1761.3200000,1759.8000000,1759.8000000
SANDP-FUT,1,20140203,192000,1759.7200000,1759.7200000,1757.7500000,1757.7800000
SANDP-FUT,1,20140203,192100,1757.7900000,1757.7900000,1757.6900000,1757.7400000
SANDP-FUT,1,20140203,192200,1757.7000000,1759.1000000,1757.7000000,1759.1000000
SANDP-FUT,1,20140203,192300,1759.4500000,1759.5000000,1759.4500000,1759.5000000
SANDP-FUT,1,20140203,192400,1759.5000000,1759.5000000,1759.4300000,1759.4300000
SANDP-FUT,1,20140203,192500,1759.4200000,1759.4200000,1758.6400000,1758.6400000
SANDP-FUT,1,20140203,192600,1758.5900000,1758.5900000,1758.0300000,1758.1300000
SANDP-FUT,1,20140203,192700,1758.2200000,1759.3000000,1758.2200000,1758.7000000
SANDP-FUT,1,20140203,192800,1758.5800000,1758.5800000,1757.5000000,1757.5000000
SANDP-FUT,1,20140203,192900,1757.7500000,1759.2000000,1757.7500000,1759.2000000
SANDP-FUT,1,20140203,193000,1759.3300000,1760.0000000,1759.3300000,1759.8900000
SANDP-FUT,1,20140203,193100,1759.8700000,1759.8700000,1759.1000000,1759.1000000
SANDP-FUT,1,20140203,193200,1759.1000000,1759.1000000,1759.0600000,1759.0600000
SANDP-FUT,1,20140203,193300,1759.0500000,1759.0500000,1759.0000000,1759.0000000
SANDP-FUT,1,20140203,193600,1759.3000000,1759.7500000,1759.3000000,1759.7500000
SANDP-FUT,1,20140203,193700,1760.0000000,1760.8000000,1760.0000000,1760.8000000
SANDP-FUT,1,20140203,193800,1760.9000000,1761.1800000,1760.9000000,1761.1800000
SANDP-FUT,1,20140203,193900,1761.2200000,1762.1000000,1761.2200000,1762.1000000
SANDP-FUT,1,20140203,194000,1762.2400000,1762.6000000,1762.2400000,1762.5000000
SANDP-FUT,1,20140203,194100,1762.4000000,1762.4000000,1762.0700000,1762.0700000
SANDP-FUT,1,20140203,194200,1762.0500000,1762.1000000,1761.8800000,1761.8800000
SANDP-FUT,1,20140203,194300,1761.8600000,1761.8600000,1761.5000000,1761.5000000
SANDP-FUT,1,20140203,194400,1761.7300000,1762.0600000,1761.7300000,1762.0600000
SANDP-FUT,1,20140203,194500,1762.2000000,1763.0000000,1762.2000000,1763.0000000
SANDP-FUT,1,20140203,194600,1763.0800000,1763.2000000,1763.0800000,1763.2000000
SANDP-FUT,1,20140203,194700,1763.3000000,1763.3000000,1763.2500000,1763.2500000
SANDP-FUT,1,20140203,194800,1763.2600000,1763.3000000,1763.2500000,1763.3000000
SANDP-FUT,1,20140203,194900,1763.1500000,1763.1500000,1762.8500000,1762.8500000
SANDP-FUT,1,20140203,195000,1762.7200000,1762.7200000,1762.2000000,1762.2000000
SANDP-FUT,1,20140203,195100,1762.2100000,1762.2100000,1762.1400000,1762.1700000
SANDP-FUT,1,20140203,195200,1762.1500000,1762.2300000,1762.0000000,1762.0000000
SANDP-FUT,1,20140203,195300,1762.0000000,1762.0000000,1761.7900000,1761.7900000
SANDP-FUT,1,20140203,195400,1761.7500000,1761.7500000,1761.2000000,1761.2000000
SANDP-FUT,1,20140203,195500,1761.0300000,1761.0300000,1760.6700000,1760.6700000
SANDP-FUT,1,20140203,195600,1760.6000000,1760.6000000,1760.0000000,1760.1300000
SANDP-FUT,1,20140203,195700,1760.1500000,1760.4300000,1760.1500000,1760.3000000
SANDP-FUT,1,20140203,195800,1760.2200000,1760.2200000,1759.5000000,1759.5000000
SANDP-FUT,1,20140203,195900,1759.4300000,1759.4300000,1759.2900000,1759.3100000
SANDP-FUT,1,20140203,200000,1759.3300000,1759.4500000,1759.3300000,1759.3500000
SANDP-FUT,1,20140203,200100,1759.3300000,1759.5000000,1759.2600000,1759.5000000
SANDP-FUT,1,20140203,200300,1759.4000000,1759.4000000,1759.2000000,1759.2000000
SANDP-FUT,1,20140203,200400,1759.0800000,1759.0800000,1758.2600000,1758.2600000
SANDP-FUT,1,20140203,200500,1758.1500000,1758.1500000,1757.3000000,1757.3000000
SANDP-FUT,1,20140203,200600,1757.2300000,1757.2300000,1756.9300000,1756.9300000
SANDP-FUT,1,20140203,200700,1756.8000000,1756.8000000,1756.3300000,1756.3300000
SANDP-FUT,1,20140203,200800,1756.3600000,1756.8800000,1756.3500000,1756.8800000
SANDP-FUT,1,20140203,200900,1756.9300000,1757.3000000,1756.9300000,1757.0700000
SANDP-FUT,1,20140203,201000,1756.8500000,1756.8500000,1755.5300000,1755.5300000
SANDP-FUT,1,20140203,201100,1755.6500000,1756.0000000,1755.5000000,1755.5500000
SANDP-FUT,1,20140203,201200,1755.5400000,1755.8000000,1755.5400000,1755.8000000
SANDP-FUT,1,20140203,201300,1755.8800000,1756.0000000,1755.5000000,1755.5000000
SANDP-FUT,1,20140203,201400,1755.4000000,1755.4000000,1754.4000000,1754.4000000
SANDP-FUT,1,20140203,201500,1754.3000000,1754.3000000,1753.1400000,1753.1400000
SANDP-FUT,1,20140203,201600,1753.0000000,1753.0000000,1752.2900000,1752.4000000
SANDP-FUT,1,20140203,201700,1752.4300000,1752.9300000,1752.4300000,1752.9300000
SANDP-FUT,1,20140203,201800,1752.9400000,1753.6100000,1752.9400000,1753.6100000
SANDP-FUT,1,20140203,201900,1753.6600000,1754.0000000,1753.6600000,1754.0000000
SANDP-FUT,1,20140203,202000,1753.9500000,1753.9500000,1753.7800000,1753.8000000
SANDP-FUT,1,20140203,202100,1753.7800000,1754.0000000,1753.7500000,1753.7500000
SANDP-FUT,1,20140203,202200,1753.5000000,1753.5000000,1753.5000000,1753.5000000
SANDP-FUT,1,20140203,202400,1753.7000000,1753.9000000,1753.7000000,1753.9000000
SANDP-FUT,1,20140203,202500,1754.0000000,1754.1700000,1753.7000000,1753.7000000
SANDP-FUT,1,20140203,202600,1753.9200000,1754.9000000,1753.9200000,1754.9000000
SANDP-FUT,1,20140203,202700,1755.0000000,1755.1000000,1755.0000000,1755.1000000
SANDP-FUT,1,20140203,202800,1754.5000000,1754.5000000,1754.3000000,1754.3000000
SANDP-FUT,1,20140203,202900,1753.8000000,1753.8000000,1753.8000000,1753.8000000
SANDP-FUT,1,20140203,203100,1753.8000000,1753.8000000,1753.8000000,1753.8000000
SANDP-FUT,1,20140203,203200,1753.8800000,1754.9000000,1753.8800000,1754.9000000
SANDP-FUT,1,20140203,203300,1755.0300000,1755.3000000,1755.0300000,1755.3000000
SANDP-FUT,1,20140203,203400,1755.3700000,1755.4000000,1755.3700000,1755.4000000
SANDP-FUT,1,20140203,203500,1755.5000000,1755.5000000,1755.2000000,1755.2000000
SANDP-FUT,1,20140203,203600,1755.1300000,1755.1300000,1754.5700000,1754.5700000
SANDP-FUT,1,20140203,203700,1754.3500000,1754.3500000,1753.7000000,1753.7000000
SANDP-FUT,1,20140203,203800,1753.9000000,1754.3000000,1753.9000000,1754.3000000
SANDP-FUT,1,20140203,204000,1754.3000000,1754.3000000,1754.3000000,1754.3000000
SANDP-FUT,1,20140203,204100,1754.2000000,1754.2000000,1754.2000000,1754.2000000
SANDP-FUT,1,20140203,204200,1754.0700000,1754.0700000,1753.8000000,1753.8000000
SANDP-FUT,1,20140203,204300,1754.3000000,1754.8000000,1754.3000000,1754.8000000
SANDP-FUT,1,20140203,204500,1754.1000000,1754.1000000,1752.7500000,1752.7500000
SANDP-FUT,1,20140203,204600,1752.8000000,1752.8000000,1752.8000000,1752.8000000
SANDP-FUT,1,20140203,204700,1752.6400000,1752.6400000,1751.9800000,1751.9800000
SANDP-FUT,1,20140203,204800,1751.9000000,1751.9000000,1750.8300000,1750.8800000
SANDP-FUT,1,20140203,204900,1750.6700000,1751.0000000,1750.6700000,1751.0000000
SANDP-FUT,1,20140203,205000,1751.3000000,1751.3000000,1751.3000000,1751.3000000
SANDP-FUT,1,20140203,205300,1751.0700000,1751.2300000,1751.0700000,1751.1800000
SANDP-FUT,1,20140203,205400,1751.2300000,1751.5500000,1751.2300000,1751.5500000
SANDP-FUT,1,20140203,205500,1751.5700000,1751.7000000,1751.0400000,1751.0400000
SANDP-FUT,1,20140203,205600,1750.9000000,1750.9000000,1750.1000000,1750.1000000
SANDP-FUT,1,20140203,205700,1750.0000000,1750.5000000,1750.0000000,1750.5000000
SANDP-FUT,1,20140203,205800,1750.3500000,1750.3500000,1750.2000000,1750.2000000
SANDP-FUT,1,20140203,205900,1750.1000000,1750.1000000,1750.0000000,1750.0000000
SANDP-FUT,1,20140203,210000,1749.5000000,1749.5000000,1748.9500000,1748.9500000
SANDP-FUT,1,20140203,210100,1748.7400000,1748.7400000,1748.2000000,1748.2000000
SANDP-FUT,1,20140203,210200,1748.3500000,1748.5000000,1748.3500000,1748.5000000
SANDP-FUT,1,20140203,210300,1748.3100000,1748.3100000,1747.6800000,1747.6800000
SANDP-FUT,1,20140203,210400,1747.5800000,1747.5800000,1746.6700000,1746.6700000
SANDP-FUT,1,20140203,210500,1746.6100000,1746.6100000,1745.9300000,1746.0600000
SANDP-FUT,1,20140203,210600,1746.0400000,1746.5000000,1746.0400000,1746.5000000
SANDP-FUT,1,20140203,210700,1746.9000000,1748.5000000,1746.9000000,1748.5000000
SANDP-FUT,1,20140203,210900,1748.5000000,1748.5000000,1748.5000000,1748.5000000
SANDP-FUT,1,20140203,211000,1748.3300000,1748.3300000,1748.1700000,1748.1700000
SANDP-FUT,1,20140203,211100,1748.1000000,1748.1000000,1748.0000000,1748.0000000
SANDP-FUT,1,20140203,211300,1747.0000000,1747.0000000,1746.6700000,1746.6700000
SANDP-FUT,1,20140203,211400,1746.6300000,1746.8000000,1746.5000000,1746.8000000
SANDP-FUT,1,20140203,211500,1746.8600000,1748.3000000,1746.8600000,1748.3000000
SANDP-FUT,1,20140203,211600,1748.0300000,1748.0300000,1747.9000000,1747.9000000
SANDP-FUT,1,20140203,211700,1747.8200000,1747.8200000,1747.4000000,1747.4000000
SANDP-FUT,1,20140203,211800,1747.3500000,1747.3500000,1747.2000000,1747.2000000
SANDP-FUT,1,20140203,212000,1747.1300000,1747.1300000,1747.0500000,1747.0500000
SANDP-FUT,1,20140203,212100,1747.0000000,1747.0000000,1746.0000000,1746.0000000
SANDP-FUT,1,20140203,212200,1745.0000000,1745.6000000,1745.0000000,1745.6000000
SANDP-FUT,1,20140203,212300,1745.7500000,1746.5000000,1745.7500000,1746.5000000
SANDP-FUT,1,20140203,212500,1747.1700000,1748.5000000,1747.1700000,1748.5000000
SANDP-FUT,1,20140203,212700,1748.5600000,1748.6500000,1748.5600000,1748.6500000
SANDP-FUT,1,20140203,212800,1748.6800000,1748.8000000,1748.6800000,1748.8000000
SANDP-FUT,1,20140203,213100,1749.2000000,1749.2000000,1749.2000000,1749.2000000
SANDP-FUT,1,20140203,213200,1749.4000000,1750.0000000,1749.4000000,1750.0000000
SANDP-FUT,1,20140203,213400,1750.4500000,1750.8000000,1750.4500000,1750.8000000
SANDP-FUT,1,20140203,213500,1750.8200000,1751.0700000,1750.7300000,1750.7300000
SANDP-FUT,1,20140203,213600,1750.6300000,1750.6300000,1750.1300000,1750.1300000
